,Text,Mylabel,LabelPrediction
10,august islamic state beheads crucifies push syrias east oliver holmes suleiman alkhalidi islamic state crushed pocket resistance control eastern syria crucifying two people executing others past five days monitoring group said monday insurgents also making rapid advances iraq tightening grip syria control roughly third mostly rural areas north east fighters alsheitaat tribe eastern deir alzor tried resist islamic states advance month according residents near area syrian observatory human rights britainbased monitoring organization alshaafa town banks euphrates river islamic state beheaded two men alsheitaat clan sunday observatory said gave residents hour deadline monday hand members tribe parts deir alzor province militants crucified two men crime dealing apostates city mayadin two others beheaded blasphemy nearby town albulel observatory said islamic state fought syrian army kurdish militias sunni muslim tribal forces made rapid gains syria since seized northern iraqs largest city mosul june declared islamic caliphate observatory said men alsheitaat tribe executed thursday shot dead one beheaded outskirts deir alzor city said men worked oil installation one dare tribes move islamic state defeat alsheitaat said ahmad ziyada alqaissi islamic state sympathizer contacted skype mayadin tribal sources say conflict islamic state alsheitaat tribe number flared islamic state took two oil fields july one alomar biggest oil gas field deir alzor lucrative source funds rebel groups head alsheitaat tribe sheikh rafaa aakla alraju called video message tribes join fight islamic state appeal tribes stand us turn next islamic state done us tribes targeted alsheitaat next target said video posted youtube sunday winning respect damaged military vehicles belonged forces loyal syrias president bashar alassad parked armys th division base seized fighters islamic state outside syrias northern raqqa province august reutersstringer syrian human rights activist deir alzor fled turkey last year said rebels opposed president bashar alassad retreated alsheitaat tribal areas trying mount resistance islamic state said condition anonymity resistance crushed last days situation bad people repel said said tandem violent campaign islamic state distributing gas electricity fuel food garner local support poor area winning support way lot support way halting theft punishing thieves also giving credibility slideshow images another resident deir alzor abdullah alnoami said four alsheitaat towns fallen areas fallen hands islamic state withdrawal alsheitaat fighters youths found executed heads cut grounds fought islamic state said people killed syrias civil war pits overwhelmingly sunni muslim rebels assad member shiitederived alawite minority backed shiite militias iraq lebanon insurgency split competing factions islamic state emerging powerful raqqa islamic states power base syria hold appears growing firmer even syrian government forces intensify air strikes territory held group one syrian living area islamic state control near raqqa said number fighters streets grown dramatically last weeks particularly since captured armys th division end july group levied tax nonmuslims settled foreign fighters confiscated homes said resident asked anonymity due security concerns despite deir alzor degree respect among locals curbing crime using version law order youths without work salaries offered islamic state one sources income islamic state respect standing voice heard said resident speaking skype additional reporting tom perry beirut editing robin pomeroy standardsthe thomson reuters trust principles,1.0,1
11,july syrian army islamic state clash near army airport monitor syrian soldiers clashed islamic state militants outside governmentcontrolled army airport friday britishbased monitoring group said part major escalation fighting al qaeda offshoot military hardline sunni militants gained ground syria past five weeks bolstered equipment seized lightning offensive last month neighbouring iraq thursday group seized shaar oilfield east central city homs britainbased syrian observatory human rights said one bloodiest clashes president bashar alassads forces friday death toll raid rose observatory said fate others unknown said video posted online thursday purportedly battle site showed armed men pacing barren desert space speaking arabic german reviewed appeared bodies many gunshot wounds head chest legs bodies appeared young men lie two pigs said one men speaking german least two multiplerocket launchers military vehicles visible observatory antiassad group tracks violence network contacts syria said government sent reinforcements backed helicopters nearby hajjar oil field raqqa province borders turkey woman sentenced death adultery islamic state stoned death observatory said report could immediately corroborated military airport friday fighting also broke islamic state militants government forces army airport deir alzor one last major strategic locations deir alzor province control islamic state syrian army responded militants offensive bombing areas around airport supplies forces east country observatory said details casualties fighting hundred metres yards airport observatorys director rami abdurrahman said noting would tough islamic state overcome government forces islamic state expelled rival rebels deir alzor city monday tightening hold eastern province bordering iraq idnlnppyh capturing deir alzor province helped islamic state link territorial gains across syria iraq seized northern city mosul june last month also declared islamic caliphate territory controls countries group previously known islamic state iraq levant follows al qaedas hardline ideology draws strength foreign fighters many experience iraq reporting sylvia westall alexander dziadosz editing louise ireland standardsthe thomson reuters trust principles,0.0,0
12,jul exhausting ammunition pilots leaving scene helicopter came fire ground near palmyra city syrian soldiers drive past arch triumph ancient city palmyra april two russian airmen killed helicopter shot east city trt world agencies two russian pilots killed syria daesh shot helicopter near palmyra russian military quoted saying local media two pilots riafagat khabibulin yevgeny dolgin flying syrian mi helicopter downed east palmyra city russian pilots attacking daesh homs region friday request syrian government using ammunition pilots leaving area chopper came fire ground held syrian military troops daesh militants breached syrian forces lines east palmyra turning helicopter hit militants gunfire ground crashed area controlled syrian government army crew died russian military quoted saying interfax news agency video footage released daesh affiliated news agency amaq saturday showed helicopter shot crashing ground cries fallen god greatest statement russian defence ministry said two russian pilots test flight homs region syrian mi helicopter laced ammunition statement said syrian government requested pilots carry strikes daesh militants pilots nominated russian state awards russian forces entered conflict end last year backing forces syrian regime russia far lost least soldiers syrian war source trtworld agencies related news iraqs vote violations global gag rule slovenian elections thousands afghan migrants walk turkey better life donald trumps new abortion policies th istanbul film festival egon schiele cy twombly episode showcase category news blunders mbs saudi arabia reclaim sovereignty sudanese president bashir dissolves government appoints new pm summit tehran calls political solution syria talks tehran lastditch effort avoid another syrian bloodbath picture worth thousand words follow us instagram follow trtworld miss latest news spam respect privacy subscribe trt world youtube subscribe youtube channel latest indepth ground reporting around world subscribe trt world facebook like follow follow copyright trt world trt world watch live tv schedule watch connect trt world ios android youtube satellite coverage partner hotels corporate trt world careers press releases documentary contact us legal terms use privacy policy cookie policy,0.0,1
13,april russia terrorists breached cessation hostilities times hours breaches aleppo russian coordination center hmeimim stated saturday armed terrorist groups breached cessation hostilities agreement times past hours breaches taking place aleppo city statement center said militants groups known liwa alfateh liwa ahrar helfaya shelled areas almidan almuhafaza aleppo city mortar shells group known liwa fursan alhaq shelled bab alfaraj neighborhood mortar shells killing civilians injuring others according centers statistics raises total number breaches since agreement came effect center went state new towns joined cessation hostilities agreement past hours raising number towns joined agreement number armed groups announced joining agreement remains unchanged reiterating russian aerospace forces targeted groups joined agreement announced areas active russian american centers center also said discussions eladers armed groups homs regarding cessation hostilities adding commitment truce north lattakia damascus suburbs russian us military figures observing truce centers hmeimim amman hazem sabbagh,0.0,1
14,oct members syrian democratic forces sdf syrian fighters backed us special forces take position inside building eastern frontline raqa october afp afp russian air strikes killed least civilians crossing euphrates river near militantheld town al mayadeen eastern syria syrian observatory human rights sohr said friday crossing river makeshift rafts village south mayadeen sohr director rami abdel rahman said adding three children among killed overnight russia recent days intensified air raids support syrian regime forces battling militants across country abdel rahman said civilians fleeing village mahkan south al mayadeen lies km east damascus one daeshs main remaining bastions al mayadeen daesh control since group swept across swathes iraq syria proclaimed caliphate regime forces week advanced within five km town poised al mayadeen military media unit run lebanese hezbollah group says regime forces allies gained control positions heights parallel main road linking deir ezzor al mayadeen located euphrates eastern syria sohr said forces six km away city daesh becomes virtual caliphate experts officials say daeshs virtual caliphate could hard conquer militant propaganda machine continue exist hidden corners dark web inciting sympathisers action say defeating isil daesh physical battlefield enough general joseph votel top commander us military forces middle east warned earlier year following even decisive defeat iraq syria isil daesh likely retreat virtual safe virtual caliphate continue coordinate inspire external attacks well build support base group capability reclaim physical territory described online network distorted version historic islamic caliphate stratified community muslims led caliph currently abu bakr al baghdadi aspire participate state governed sharia located global territory cyberspace pressure public authorities internet providers major online players beginning put place measures procedures disrupt daeshs exploitation web source trtworld agencies related news iraqs vote violations global gag rule slovenian elections thousands afghan migrants walk turkey better life donald trumps new abortion policies th istanbul film festival egon schiele cy twombly episode showcase category news blunders mbs saudi arabia reclaim sovereignty sudanese president bashir dissolves government appoints new pm summit tehran calls political solution syria talks tehran lastditch effort avoid another syrian bloodbath picture worth thousand words follow us instagram follow trtworld miss latest news spam respect privacy subscribe trt world youtube subscribe youtube channel latest indepth ground reporting around world subscribe trt world facebook like follow follow copyright trt world trt world watch live tv schedule watch connect trt world ios android youtube satellite coverage partner hotels corporate trt world careers press releases documentary contact us legal terms use privacy policy cookie policy,0.0,1
15,last updated jul beirut syrian government forces tuesday seized rebelheld neighbourhood northwest edge aleppo tightening siege oppositioncontrolled parts city monitor said government also carried renewed barrel bomb attacks oppositionheld districts day bombardments killed least people syrian observatory human rights said britainbased monitor said regime troops full control leramun district heavy clashes also reported intense fighting neighbouring rebelheld district bani zeid two areas used rebels launch rockets governmentheld districts citys west aleppo roughly divided government control west rebel control east since mid recent weeks regime advances severed remaining route rebelheld eastern neighbourhoods effectively placing siege opposition forces responded firing missiles government districts killing scores civilians importance capturing leramun bani zeid stop missile fire also tighten siege said observatory director rami abdel rahman said government forces surrounded bani zeid reporting heavy air strikes area clashes monitor immediate toll fighting government forces effectively severed oppositions main supply route july advanced within firing range castello road since tightened encirclement rebelheld east taking parts road causing food shortages spiralling prices opposition neighbourhoods syrias al watan daily close government also reported advances leramun industrial area housed scores factories state news agency sana broadcast call military urging residents eastern aleppo join national reconciliation expel foreign mercenaries neighbourhoods said army sent text messages residents fighters east urging rebels lay weapons identifying safe passages civilians wishing leave government forces continued pound opposition areas tuesday observatory reporting new barrel bomb attack district al mashhad said five civilians including three children killed monday least people including five children two women killed barrel bomb attack neighbourhood according new toll observatory statement un childrens agency unicef tuesday condemned weekend air raids four hospitals aleppo calling blatant violation international humanitarian law may amount war crimes humanitarian front truck aid convoy tuesday entered regimebesieged talbiseh homs province food supplies people international committee red cross said people killed syria since conflict began march antigovernment protests met regime crackdown,1.0,1
16,date publication september supplies city siege swindling russian syrian air forces renew raids aleppos oppositioncontrolled areas leaving hundreds dead tags syria aleppo russia airstrikes us ceasefire hundreds people including civilians killed russian syrian jets continued monday pound rebelheld areas syrias aleppo fourth day row death toll reached overnight civil defence sources told new arab airstrikes targeted citys oppositioncontrolled areas midnight sunday hospitals still service lot pressure due significant number wounded recent days major shortage blood one medic told afp serious injuries requiring immediate amputations ukbased syrian observatory human rights placed death toll lower saying least people nearly civilians killed raids since thursday among dead children nine women said observatory director rami abdel rahman least civilians including children five women killed raids targeting rural areas aleppo province said hospitals still service lot pressure due significant number wounded recent days hospitals rebelheld east aleppo struggling deal huge number casualties supplies dwindle monday fourth day intense air raids city defiant syrian regime launched new assault retake entirety city following collapse shortlived ceasefire brokered russia united states aleppo siege regime forces fully surrounded city early september residents deal food shortages skyrocketing prices well increased violence pictures click zouhir alshimales photoessay east aleppos empty marketplace price portion bread risen syrian pounds syrian pounds last week food becoming increasingly difficult find several charity kitchens distributed food eastern districts also stopped operating due danger airstrikes aleppo divided since mid government control west rebel control east seen worst fighting past week raising widespread international concern un security council met emergency session sunday address fighting britain france united states demanding russia rein syrian ally agencies contributed report aleppo residents say white phosphorus used civilian areas read also,1.0,1
17,several syrians killed injured homs suicide blasts several people killed injured twin terrorist attacks hit homs eastern countryside several people killed injured twin terrorist attacks hit homs eastern countryside sana news agency reported attack quoting homs governor talal albarazi puting death toll six number injured terrorists blew car motorcycle almukhraam alfouqani town eastern countryside homs province agency said according barazi,0.0,1
18,updated get short url russias defense ministry reported elimination daesh command position al mayadin district militants killed ministry added nine people north caucasus among terrorists killed south deir ezzor valley euphrates river group foreign mercenaries originating cis countries tunisia arab republic egypt killed airstrike total trucks heavy weapons also destroyed konashenkov said russian defense ministry also stressed important daesh commanders hiding long time iraq also killed strikes according information received via several channels confirmed ground influential daesh field commanders natives north caucasus abu omar alshishani alyauddin alshishani salahuddin alshishani hiding iraq long time destroyed konashenkov said russian defense ministry spokesman maj gen igor konashenkov stated within last hours russian aerospace forces syria focused destroying daesh reinforcements large number foreign mercenaries arriving iraq region abu kamal along syrianiraqi border additional reconnaissance confirmation objectives russian command syria planned operation destroy daesh command posts manpower armored vehicles area missile airstrikes area city al mayadin destroyed terrorist command post militants including natives north caucasus place destroyed offroad vehicles largecaliber weapons three ammunition depots konashenkov said ap photo hassan ammar libyas security forces reportedly find burial sites executed christians according konashenkov russian military intelligence syria within week revealed areas concentration command posts near city abu kamal well routes city al mayadin southern outskirts leftbank part city deir ezzor day russian foreign ministry official stated moscow standing ready fullscale cooperation taking terrorism interests russia whole world however added cooperation established far several days russian defense ministry announced russian airstrike syrias idlib left alnusra front leader coma eliminated terrorists operation came russian foreign minister said moscow would support armed groups fighting alnusra front wartorn country tags daesh russian aerospace defense forces meyadin abu kamal syria community standardsdiscussion comment via facebookcomment via sputnik news,1.0,1
19,thursday january nine civilians killed regime airstrikes rural homs today activists homs said assad regimes air force intensified aerial bombardment northern rural homs earlier today leaving dozens civilian casualties causing massive destruction area activists area said one airstrikes targeted town alghanto early hours thursday killing nine civilians wounding many including women children airstrikes also hit towns rastan talbeesah reports civilian casualties massive destruction residential neighborhoods escalating aerial bombardment northern rural homs coincided ground attacks regime forces seeking encircle area particularly alhoula area cut rebels last supply lines northern rural homs already suffers lack food medical supplies result regimes blockade roads leading area meanwhile clashes resumed today regime forces rebel fighters fronts um sharshouh talbeesah rastan amid renewed attempts regime forces advance town harbnafsah complete encirclement alhoula source syrian coalition,0.0,1
20,wed feb least civilians killed injured rocket fire daraa syria ten civilians killed around injured following terrorists rocket attacks residential neighborhoods daraa city southern syria sana news agency reports,0.0,1
21,bomb syrias idlib kills government fighters monitoring group reuters tuesday may syrian government fighters killed rebels set bomb tunnel beneath checkpoint northwestern province activists said tuesday videos images posted opposition supporters online showed massive plume smoke earth shooting air near small town men shouted allahu akbar god greatest rebels fighting overthrow president bashar alassad regularly carry guerrilla attacks forces size blast occurred monday unusual syrian observatory human rights britainbased monitoring group said blast took place outside town maarat alnuman northwestern idlib province least two officers among killed insurgents islamic front shields revolution council set tonnes explosives tunnel running road checkpoint group said people killed threeyearold rebellion started peaceful protest movement turned civil war government crackdown international powers deadlocked resolve conflict complicated infighting rebel groups killed thousands fighters year monday rebels killed clashes former al qaeda affiliate islamic state iraq levant al qaedas syrian branch nusra front allies eastern province bordering iraq observatory said fighting intensified last weeks centres around villages outskirts city deir alzor capital oilproducing province name rebel groups fighting control oilfields strategic areas latest clashes displaced tens thousands people area last days observatory said five civilians killed mondays fighting resulted nusra front allies taking control village alsabha said,0.0,1
22,published october activists syria reported least people died barrel bomb attacks carried syrian air force loyal bashar assad regime activists said corpses even beyond recognition bombs dropped camp near alhabeet northern province idlib wednesday killing mostly women children camp footage posted youtube showed corpses women children burning tents people scrambled save wounded massacre refugees voice camera said let whole world see displaced people look civilians displaced civilians said yous said horrified reports bombing adding could confirm details attack abedin camp nothing short barbaric said state department spokeswoman jen psaki unfortunately confirmed work assad regime latest act brutality regime people camp residents told reuters attack took place wednesday two barrel bombs dropped army helicopter britishbased syrian observatory human rights also confirmed assad regime carried air attack camp yous officials acknowledged wednesday solution crisis syria would ultimately require assads removal even though coalition operations target regime national security adviser susan rice said solution syria ultimately result assads departure added illegitimate exceedingly violent leadership created conditions harmful population made attractive magnet terrorists speaking harman center arts based washington rices deputy tony blinken speaking carnegie endowment international peace said train equip program coalition sponsor moderate syrian opposition fighters also fight assad regime responding question airstrikes target assad forces drop barrel bombs civilians blinken said strategic plan coalition ultimately destroy islamic state iraq alsham isis blinken said challenge keeping coalition deal different agendas country blinken added end glue holding together isiss violence war syria started march prodemocracy protests rapidly grew horrific civil war caused death people least missing war also displaced nearly million people assad regime accused committing war crimes civilians insurgent groups,0.0,1
23,date publication october fresh fighting shook aleppo saturday rebels battled break siege city syrian regime fresh fighting shook aleppo saturday rebels battled break siege city syrian regime accused washington using starvation weapon war opposition fighters unleashed barrage rockets governmentheld western side divided city friday announced major offensive aimed reopening vital supply lines days open way besieged brothers rebel commander abu mustafa told afp rebel fire killed least civilians including two children according syrian observatory human rights fighting continues western outskirts aleppo rebels making advances britishbased monitoring group network sources ground said saturday fighters provinces aleppo idlib west attacking governmentcontrolled districts city along front stretching kilometres nine miles said observatory reported russian air raids aleppos western front lines said halt moscows aerial bombing rebelheld east city holding afp correspondent visited dahiyet alassad rebels seized ground friday saw deserted streets extensive damage buildings airstrikes artillery fire hit area fierce fighting shelling car bombs killed least regime forces allied fighters friday according observatory unable provide toll rebels people live government siege eastern half aleppo army began operation retake several weeks ago syrias second city aleppo devastated heaviest fighting fiveyear civil war began antigovernment protests since killed people much oncebustling economic hub reduced rubble air artillery bombardment including barrel bombs crude unguided explosive devices indiscriminate damage,1.0,1
24,friday july isis continues displace locals rural deir ezzor syrian network human rights said report released today isis forced least residents homes town abu hamam rural deir ezzor since august according report isis executed around people town gone missing syrian coalition previously condemned heinous crime committed isis eastern rural deir ezzor residents discovered mass grave containing corpses tribesmen summarily executed isis late area scene fierce battles shaitat tribesmen isis militants eventually took control area rounded hundreds tribesmen executed charges apostasy syrian coalition stresses modern dictatorships left nothing legacy mass graves death destruction four years passed since assad embarked brutal campaign syrian people isis pursue campaign one hardly find difference two terms scale criminality barbarity despite unprecedented sacrifices syrians determined move forward revolution aim building state justice law freedom dignity citizens source syrian coalition twitter,1.0,1
25,published april least people including children killed saturday suicide car bomb attack buses carrying syrians evacuated two besieged regimeheld towns monitoring group said sunday syrian observatory human rights said evacuees northern towns fuaa kafraya killed explosivesladen vehicle hit buses transit point west aleppo saturday dead included evacuees women villages foua kefraya northwestern province idlib syrian observatory human rights said fatalities escorts fighters site bombing outside northern city aleppo according britainbased watchdog toll expected rise still critically injured missing people blast observatory said blast hit rashidin area aleppos outskirts dozens buses carrying mostly shiiite residents two villages alfoua kefraya evacuated deal warring sides waiting enter city state tv channel said explosion caused car bomb state tv showed horrific images bodies strewn ground near buses senior opposition official said fighters guarded buses killed well dozens passengers spoke condition anonymity authorized speak media military media unit run damascus ally hezbollah said suicide attacker detonated car bomb near convoy pictures posted state media showed appeared aftermath explosion bodies lying ground fires belching thick black plumes smoke buses blackened blast windows blown thousands syrians stuck around aleppo saturday deal evacuate people two shiite villages return sunni opposition fighters families leaving two besieged towns near damascus halted war monitor activists said britishbased syrian observatory human rights sohr said delay opposition groups zabadani one towns included deal yet granted safe passage agreement one several concluded recent months seen bashar alassads regime take back control areas long besieged forces allies latest deal hundreds rebels families evacuated town madaya near damascus taken regimeheld city aleppo travel idlib province opposition stronghold return proregime fighters residents shiite villages alfoua kefraya surrounded idlib opposition fighters left area reached aleppos outskirts saturday madaya sat outside rows coaches bus garage governmentheld aleppo waiting move onto idlib pictures sent proopposition activist showed meanwhile residents shiite villages still waiting insurgent territory aleppos outskirts cross city observatory witness said proopposition activist said opposition fighters saying smaller number proregime fighters left shiite villages agreed madaya resident speaking bus garage aleppo said people waiting since late friday night allowed leave drinking water food bus garage small much space move around ahmed said sad angry happened said many people felt forced leave said choice end besieged inside small area madaya syrias opposition says evacuation deals included areas aleppo district western city homs amount forced displacement assads opponents syrias main urban centers agreements also causing demographic changes say displaced mostly sunni muslims syrias population mostly sunni assad alawite religious minority often considered offshoot shiite islam backed militarily russia shiite fighters iran lebanese hezbollah group syrias sixyearold conflict assad holds military advantage opposition west country thanks russias intervention although insurgents continue fight back made gains areas,0.0,0
26,fri jun turkey coalition kills daesh terrorists northern syria aleppo least members daesh terrorist group killed thursday northern syria military operation turkish armed forces yousled coalition turkish military announced friday turkish armed forces coalition hit daesh targets three airstrikes destroying two buildings used terror group according statement turkish general staff daesh reportedly preparing attack turkey northern syria turkish military claimed since midjanuary daesh rockets targeting towns cities southern turkey close syrian border total people including syrians taken shelter turkey killed others wounded attacks anadolu agency reports,0.0,1
27,updated get short url northeast hama province syrian army units continue fight nusra front terrorist group moscow sputnik according lebanese shiite paramilitary group hezbollah nusra front militants including three commanders killed syrian army allies clashes near villages khirbatjawed tam hawa abu lefeh northeastern part hama province syrian army allies free new areas deir ezzor kill scores terrorists hama syria iraq ksa uae qatar pictwittercomcfdtdjmvkz yazeynab syrian army captures several terroristheld regions northeastern hamahttpstcogtdlpvbg pictwittercomgokrxq fars news agency englishfars troops loyal damascus established control abovementioned villages following clashes statement added read watch russian airstrikes send terrorists fleeing syrias hama separate operation hama syrian troops found saved civilians abducted daesh isis terrorists local media reported sunday syrian arab news agency reported people freed alsaan hamas eastern countryside transported city salamiyah civilians reportedly kidnapped october terrorist attack bus news comes amid reports saturday russian aerospace forces carried number strikes positions daesh militants near village almuaker located eastern part hama province related syrian army destroys daeshs mortar shells plant deir ezzor province syrian army gains control largest daesh hotbed deir ezzor state media pentagon calls syrian generals claims us arms supplies daesh ridiculous syrian army encircles daesh eastern syrias al mayadin tags terrorists liberation daesh alnusra front syria hama community standardsdiscussion comment via facebookcomment via sputnik news,0.0,1
