,Text,Mylabel,LabelPrediction
10,car bomb blast kills syrias homs ngo afp thursday mar least people killed others wounded car bomb blast central syrian city homs thursday ngo said least people killed others injured armenian district home mostly christians alawites said rami abdel rahman director syrian observatory human rights syrias president bashar alassad comes alawite community religious minority stems shiite islam syrias state news agency sana reported terrorist attack main street district caused deaths injuries damage neighbourhood east homs government control homs dubbed capital syrias revolution prominent wellattended antigovernment protests scene fierce fighting regime rebels part old city rebel control subjected tight government siege left several thousand civilians trapped recent weeks un red crescent teams able evacuate civilians distribute food medicine remaining besieged neighbourhoods operations halted,1.0,1
11,date publication november syrian regime forces continued bombardment besieged damascus suburb killing civilians sixth consecutive day heavy bombing prompting un warning tags syria damascus eastern ghouta assad un sohr intense syrian regime bombardment rebelheld eastern ghouta region killed eight civilians wounded six days heavy bombing killed dozens region rebel groups regime forces locked cycle titfortat attacks government forces escalated bombardment eastern ghouta opposition stronghold outside damascus since hardline rebel group ahrar alsham attacked military base area last week since tuesday heavy artillery fire air strikes eastern ghouta killed least civilians including children according syrian observatory human rights well three rescue workers syrian civil defence better known white helmets least people wounded britainbased monitor said sunday rebel groups meanwhile fired rockets damascus neighbourhoods killing least people since thursday observatory said toll included two people killed rocket fire sunday eastern ghouta supposed part deescalation zone deal russia iran turkey aimed reducing level violence president bashar alassads forces besieged eastern ghouta since making humanitarian conditions area people live extremely dire sunday uns coordinator humanitarian development affairs syria ali alzaatari called warring sides avoid targeting civilians days daily reports civilians killed others severely wounded addition warehouses hospitals schools put service exchange shellfire particularly damascus eastern ghouta zaatari said syrian conflict began baath regime power since led assad responded military force peaceful protests demanding democratic reforms arab spring wave uprisings triggering armed rebellion fueled mass defections syrian army brutal tactics pursued mainly regime included use chemical weapons sieges mass executions torture civilians led war crimes investigations read also,0.0,1
12,suicide bomber kills assad clans hometown afp sunday feb suicide bomber killed four people hospital sunday attack took syrias civil war ruling assad clans hometown first time monitoring group said attack came syrian observatory human rights reported troops executed people earlier week northern village among children explosion hit town qardaha caused suicide bomber driving car along another person said observatory adding passenger likely accomplice also died blast two women two soldiers killed attack said observatory director rami abdel rahman earlier state television reported blast specify nature attack attack first explosion hit heart western town since outbreak syrias civil war took place parking qardaha hospital outskirts qardaha previously come rocket fire latakia province town located seen several rounds heavy fighting mausoleum containing graves president bashar alassads father predecessor hafez brother bassil located qardaha clan ruled syria iron fist years syrias war began march prodemocracy revolt seeking assads ouster morphed conflict regime unleashed brutal crackdown dissent meanwhile observatory said children rebels among people executed government forces northern village rityan earlier week killings took place troops entered town tuesday offensive aimed cutting rebel supply lines turkish border abdel rahman said dead six families resistance except one house rebel opened fire troops executed along family brief seizure rityan part abortive army offensive week encircle rebelheld east aleppo relieve two besieged shiite villages north friday one villages taken government forces recaptured rebels include fighters alqaeda affiliate alnusra front heavy fighting claimed lives loyalists rebels including alnusra commander according observatory toll ground offensive failed warplanes kept pounding rebel areas aleppo city parts country saturday two women two children among eight people killed barrel bomb hit building oppositionheld area aleppo city syrias commercial capital six people also reported killed rebel shelling regimeheld areas city air force also killed least people rebel areas east damascus saturday observatory said according group latest people killed across syria since un security council passed resolution last year ordering end sieges indiscriminate use weapons populated areas observatory documented killing civilians including children women men barrel bombings air raids past year meanwhile rebel fire regimeheld areas killed people said observatory adding children people died areas army siege past year result food medical shortages despite fact resolution also ordered lifting sieges,0.0,1
13,oct least people killed dozens wounded suicide bombing targeted syriaturkey border crossing thursday according syrian observatory human rights casualties included fighters free syrian army fsa turkishbacked force played pivotal role fight daesh along syriaturkey border attack took place syrian side atmeh crossing west aleppo change guard among fsa observatory said according anadolu agency blast targeted atmeh refugee camp online statement daesh claimed responsibilty attack witnesses said fighters killed attack failaq alsham group fighting alongside turkishbacked factions ankaras offensive dubbed euphrates shield daesh trt world agencies fighters use atmeh crossing move syrian province idlib turkey areas antidaesh operations taking place observatory said residents said also use evacuate wounded fighters among dead atmeh blast head top civil judicial body rebelheld eastern aleppo sheikh khaled alsayyed judge worked witness rebel official said idlib province atmeh located bastion opposition groups fighting bashar alassads regime multisided civil war raged five years opposition fighters targeted crossing daesh claimed responsibility midaugust suicide attack killed least fighters killed thursday also among participating euphrates shield ankara began unprecedented crossborder operation august saying targeting daesh ypg turkey considers terrorist group operation far captured daesh stronghold jarablus pushing towards towns dabiq albab source trtworld agencies related news thousands afghan migrants walk turkey better life iraqs vote violations global gag rule slovenian elections donald trumps new abortion policies th istanbul film festival egon schiele cy twombly episode showcase category news turkey germany pledge boost economic strategic relations turkey ready euro finance minister says uefa raises concerns turkey aiming become top destination halal tourism google hit fine turkish competition authorities picture worth thousand words follow us instagram follow trtworld miss latest news spam respect privacy subscribe trt world youtube subscribe youtube channel latest indepth ground reporting around world subscribe trt world facebook like follow follow copyright trt world trt world watch live tv schedule watch connect trt world ios android youtube satellite coverage partner hotels corporate trt world careers press releases documentary contact us legal terms use privacy policy cookie policy,1.0,1
14,published july man carries injured girl airstrike aleppos opposition held kadi askar aleppo bashar assads forces assistance russian airstrikes continuing siege opposition groups aleppo attempting cut road leading oppositionheld section city groups continue wage fierce battles despite intensified airstrikes reportedly targeted civilians groups previously launched attack regime positions historic center aleppo monday response offensive castello road used supplies access severing oppositionheld areas siege least people live regime airstrikes killed civilians monday bab almaqam neighborhood aleppo syria live network sln reported one civilian killed many others injured regime barrel bomb dropped aljalloum many civilians wounded attacks alansari neighborhood inflicting heavy casualties battlefield regime also intensified aerial artillery missile bombardment neighborhoods bab qensrin alkallaseh bab alhadid bab alnasr aleppos old city eyewitnesses said regime used cluster bombs vacuum bombs airstrikes elsewhere jets believed russian syrian also struck fuel market town northwestern province idlib killing people injuring scores according local rescue worker near site airstrike hit local field hospital town ahsem idlib province killing three people including child international charity aid worker said early monday shells fired opposition groups hit western regimeheld neighborhoods aleppo assault response government attempts advance zakaria malahifji aleppobased fastaqim opposition group told reuters said insurgents already made gains much fighting taking place aleppos ancient old city renowned unesco world heritage site largely ruins witness reported fierce closerange clashes near historic citadel opposition killed least army troops blew tunnel dug underneath regime post city syrias largest war main battleground countrys fiveyear war seen escalation fighting peace talks fragile ceasefire broke earlier year capture would strategic prize assad regime controls major population centers western syria apart oppositionheld areas aleppo city idlib opposition also control pockets territory elsewhere western syria early monday shells fired opposition groups hit western regimeheld neighborhoods aleppo killing five people wounding dozens observers said youn spokeswoman said intensified fighting syrian government forces rebels contested aleppo completely cut road allowing access humanitarian aid deliveries rebelheld part city alessandra vellucci said tuesday castello road considered access eastern aleppo rendered impassable since hostilities worsened last week vellucci said youn estimates people depend road allows flow supplies goods civilians area said youn continues receive distressing reports aerial bombardment shelling civilian locations western eastern aleppo called sides protect civilians ease access humanitarian access aljazeera reporter killed russian airstrikes idlib reporter aljazeera killed russian airstrike town near northeastern province idlib monday news outlet reported monday ibrahim alomar became sixth aljazeera staff member killed syrian civil war killed russian airstrike town turmanin bombing also killed people fuel market town three people also killed another town idlib countryside another aljazeera team targeted russian jets en route cover strikes huraytan anadan aleppo countryside syrian regime forces russian raids frequently targeted reporters wartorn country october last year anadolu agency reporter salih mahmoud leyla killed daeshorchestrated car bombing near aleppo syria become dangerous area world reporters reporters without borders counted journalists killed along kidnapped imprisoned according report new yorkbased committee protect journalists least journalists killed since fighting began,1.0,1
15,syrians killed injured terrorist rocket attack deir ezzor city two syrians killed others injured due terrorist rocket attack alqosour aljora residential neighborhoods deir ezzor city two syrians killed others injured due terrorist rocket attack alqosour aljora residential neighborhoods deir ezzor city source province told sana reporter isils terrorists fired rocket shells alqosour aljoura neighborhoods deir ezzor city claiming lives man woman injuring others causing material damage public private properties,0.0,1
16,november death toll terrorist attacks aleppo rises injured death toll terrorist attacks neighborhoods aleppo city rose people addition others injured including photographer alalam tv channel sana reporter said according earlier information provided source aleppo police command people killed others injured terrorist organizations launched attacks neighborhoods halap aljadideh almogambo almasharqeh alfurqan shells hit faculty arts humanities rocket shells explosive bullets used attacks launched terrorists positioned eastern neighborhoods aleppo city others provinces western countryside sana reporter quoted source saying girl child among dead attacks caused material damage public private properties medical source aljamiaa university hospital told reporter hospital received person suffering suffocation due attack menian west aleppo city terrorists used poisonous gases meanwhile mohammd joulaq photographer formalalam tv channel sustained slight injuries covering military operations carried army terrorist groups southwestern outskirts aleppo city terrorist mortar attack izraa city daraa causes material damage terrorist organizations affiliated jabhat alnusra targeted mortar shells city izraa northeastern countryside daraa province source daraa police command told sana reporter attack caused material damage locals houses public properties left human casualties alfriehh said,1.0,1
17,june army advances alrasafa raqqa shoots drone isis terrorists army units killed many isis jabhat alnusra terrorists continued operations two organizations positions various areas raqqa army units cooperation popular defense groups advanced raqqa countryside inflicting losses upon ranks isis terrorists whose positions received direct strikes establishing control oil pumping station electricity station altabqa city addition two oil fields western countryside raqqa army continued advancing swiftly established control areas isis terrorists spread harbiyat anbaj villages military source told sana saturday advanced far army units km alrasafa area already secured km long area extending atherya near hama alrasafeh eastern badiya desert source said added alsafih triangle located near alhabbari field armys full control remaining gatherings isis terrorists eliminated rest fled area drone isis terrorists shot trying monitor armys movement towards eastern badiya hinder advance source noted deir ezzor units army armed forces killed isis terrorists injured others alreshdia neighborhood vicinity altharda mount ayash villge deir ezzor city countryside last hours field source told sana reporter source added army unit destroyed ammunition weaponsloaded vehicle isis vicinity tharda mount southern side city tens isis terrorists including foreigners killed last days several areas deir ezzor province army units also destroyed number isis heavy machine gunequipped vehicles daraa army units carried military operations jabhat alnusra terrorists southern daraa province destroying fortifications gatherings south alkark roundabout daraa almahatta neighborhood south almenshiyeh neighborhood daraa albalad area source added another army unit clashed jabhat alnusra terrorist group attempted infiltrate vicinity military post daraa almahatta killing injuring groups members english bulletin,0.0,1
18,usled strikes syria kill jihadists overnight monitor afp saturday oct least jihadists islamic state group killed air strikes usled coalition overnight northern northeastern syria monitor said saturday syrian observatory human rights said jihadists killed around town shadadi northeastern hasakeh another five outside embattled town kobane border turkey northern aleppo province,0.0,1
19,syria rebel infighting kills fighters days ap monday jun activists say rebel infighting syria killed opposition fighters past two days britainbased syrian observatory human rights says fighting flared eastern deir elzour province sunday continued monday observatory says clashes pitted alqaidas affiliate nusra front alqaida breakaway islamic state iraq levant two jihadi groups allies falling earlier year since intermittently clashed fiercest rebel infighting syrian civil war observatory says month infighting dier elzour alone killed nearly fighters displaced civilians also weakened syrian oppositions resolve overthrow president bashar assad,1.0,1
20,sat aug least civilians killed us warplanes bombardments manbij us air force bombed heavily two residential areas warhit town manbij northeastern aleppo leaving civilians dead many wounded us warplanes fourth time socalled antiterrorism operations targeted alhaal market alsinaah district bakery town claiming lives civilians alhaal others alsinaah fna reports telecommunication building manbij also ruined us air attacks also july civilians killed least wounded us air forces attacks isilheld village near town manbij us coalition struck densely populated village aghanndorh near manbij causing severe damage number civilian sites including several residential homes,1.0,1
21,published february syrian army backed allied militia captured several villages north aleppo insurgents fighting blocked main supply route leading northern city monitoring group said tuesday youn mediator struggling broker ceasefire aleppo government forces long expected try encircle completely aiming drive insurgents syrias second city take control main supply road britainbased syrian observatory human rights said progovernment forces blocked road leading towards turkish border heavy clashes continued army also took villages including bashkuwi sifat battles raged hardatain ratain said observatory tracks syrian conflict using sources ground added least insurgents killed aleppo heart clashes progovernment forces range insurgents include extremist brigades al qaedas hardline syria wing nusra front foreign fighters groups westernbacked rebels important continue like completely cut supply lines future syrian regime moving forward observatorys founder rami abdulrahman said people died syrian conflict enter fifth year next month observatory estimated fighting numerous factions regularly flaring across country villages towns outside aleppo passed progovernment insurgent fighters insurgentheld districts divided city come heavy air force bombardment syrian state television said tuesday five people killed wounded terrorist rocket attacks aleppo neighborhoods television channel run lebanese group hezbollah fighting alongside progovernment units reported syrian army taken control areas north aleppo observatory said hezbollah involved battle progovernment alwatan newspaper said monday government forces aimed completely surround city week major offensive insurgent groups december mainly extremist insurgent factions aleppo grouped together form jabhat alshamiyya levant front attempt unity among fighters last month westernbacked rebel group hazzm movement joined alliance coming pressure nusra front recent syrian army progress area reduced chances truce government disparate insurgent groups diplomats say since october youn envoy staffan de mistura working plan broker local freezes syria,0.0,1
22,november terrorist organizations target shells un offices almeridian neighborhood aleppo terrorist groups positioned eastern neighborhoods aleppo city tuesday attacked shells building shahba hotel almeridian neighborhood aleppo sana reporter said terrorists positioned bustan alqaser neighborhood fired three shells shahba hotel aleppo residence un staff causalities reported among hotel guests un staff reporter added two shells fell residential building near hotel causing huge material damage turn un resident representative syria ali alzaatari said statement un office west aleppo city shelled tanks causing material damage upper floors building alzaatari said targeting building includes offices un still shocking statement mentioned people killed many others injured due terrorist attacks rocket shells civilian areas west aleppo rjghossoun,1.0,1
23,date publication september airstrikes aleppo province killed least red crescent sarc volunteers monday including senior official well number civilians local sources said tags syria assad us russia ceasefire aleppo suspected syrian regime russian airstrikes aleppo province killed least red crescent sarc volunteers including senior official well killing injuring number civilians local sources said late monday strikes also damaged trucks carrying supplies attack later confirmed un renewed regime bombardment rebelheld parts aleppo broken earlier new arab described sources relentless follows collapse fragile ceasefire place since monday russian warplanes targeted international aid convoy escorted sarc killing volunteers local activist mohammad alhalabi told new arab halabi confirmed dead included sarcs chief aleppo province according reuters aid convoy struck traveling orem aleppo governorate agency quoted united nations spokesman late monday spokesman could confirm airstrike syrian russian warplanes bombed aid trucks near aleppo late monday fragile weeklong ceasefire ended syrian observatory human rights also reported aid convoy least ten trucks believed carrying tonnes muchneeded humanitarian supplies food un reports suggest aircraft doubled back attacking convoy targeted rescue workers arriving scene syrias army announces end freeze fighting began pm gmt september accordance usrussia agreement regime renews onslaught elsewhere airstrikes targeted least five neighbourhoods rebelheld east aleppo city syrian regime declared end ceasefire bombing monday evening trapped civilians destroyed buildings white helmets civil defence volunteers searching survivors rubble resident told new arab artillery shelling also reported south city freeze fighting brokered united states russia lasted week syrias armed forces monday blamed rebel groups failure syrias army announces end freeze fighting began pm gmt september accordance usrussia agreement statement carried state news agency sana said said rebel groups commit single element deal contributor new arab based aleppo reported least five regime air raids space ten minutes around pm long end ceasefire announced truce come force evening september main battlefronts subsequently saw marked reduction violence clashes broke late last week central provinces hama homs well east damascus deal strained usled coalition strikes syrian army positions east killed dozens government soldiers washington said intentional sunday cessation hostilities hanging thread fresh wave air raids hit rebelheld districts battleground city aleppo killing one woman images sent east aleppo earlier monday journalist zouhir alshimale show eerily deserted streets syrian armed forces declared end ceasefire zouhir told new arab residents regime siege despite ceasefire see clear vision near future city two hours later bombing began earnest agencies contributed read also,1.0,1
24,april zarif urges intl factfinding mission probe syria gas attack iran foreign minister mohammad javad zarif iran live news middle east news top tweet iranian foreign minister mohammad javad zarif reiterated islamic republics stance need establishment international factfinding committee investigate recent chemical attack syria zarif made call phone conversations monday european union high representative foreign affairs security policy federica mogherini well russian omani syrian algerian counterparts sergei lavrov yusuf bin alawi walid almuallem mourad medelci respectively senior officials exchanged views terrible suspected chemical attack syrian town khan shaikhoun idlib province killed least people antidamascus militants western countries rushed blame syrian government president bashar alassad incident without providing evidence support accusations syria categorically denied carrying gas attack foreign minister stressing idlib airstrike targeted depot terrorists stored chemical weapons,0.0,1
25,date publication june syrian regime air raids killed people around city aleppo friday main road leading city faces intense bombardment tags syria aleppo castello road syrian regime syrian observatory human rights white helmets least people killed regime raids around oppositionheld eastern aleppo friday civil defence known white helmets said ten civilians killed regime airstrikes hit bus travelling main road near northern syrian city aleppo well civilians killed strikes bus others died intense strikes several neighbourhoods east city since dawn white helmets said eight people killed intense airstrikes targeted castello road route leading rebelheld areas divided aleppo syrian observatory reported castello road route aleppo civilians living area effectively cut observatory director rami abdel rahman said movement targeted buses bystanders added past two weeks civilians killed aleppo regime forces responded air raids rebel rocket artillery fire airstrikes around aleppo mark another violation usrussialed truce agreed february regime forces rebel groups continue fight control since war erupted least people killed syria millions displaced read also,1.0,1
26,wednesday august syrian opposition killed chemical attack ghouta region least people killed nerve gas attack syrias ghouta region leading opposition figure george sabra said wednesday response opposition syrian national coalition called urgent youn security council meeting subject call security council convene urgently national coalition leader ahmed aljarba added alarabiya news channel condemning syrian armys bombardment ghouta suburbs damascus massacre meanwhile arab league called wednesday youn chemical weapons inspectors inside syria immediately visit site incident arab league chief nabil alarabi urged inspectors statement go immediately eastern ghouta see reality situation investigate circumstances crime britain said wednesday would raise reported chemical weapons attack forces loyal syrian president bashar alassad united nations security council called damascus give youn inspectors access site reuters reported deeply concerned reports hundreds people including children killed airstrikes chemical weapons attack rebelheld areas near damascus british foreign secretary william hague said statement france also called action youn cabinet session hollande announced intention ask youn visit site attack government spokeswoman najat vallaudbelkacem told reporters wednesday information obviously requires verification confirmation added activists syrian revolutionary command council said regime fighter planes flying area bombardment accusing forces loyal president bashar alassad using chemical agents attack rebelheld areas eastern damascus regime forces stepped military operations eastern ghouta western ghouta zones damascus region aircraft rocket launchers causing several dozen dead wounded syrian observatory human rights told afp news agency intensive bombing outskirts capital could heard residents damascus grey cloud capped sky britainbased observatory relies vast network activists ground medics said army operation aimed recapture madhamiyat elsham area southwest damascus local coordination committees lcc network activists reported hundreds casualties brutal use toxic gas criminal regime parts western ghouta according reuters news agency reported use chemical agents could immediately verified news coincides visit damascus united nations team chemical weapons experts interview al arabiya syrian national coalition chief ahmad jarba called youn investigators travel ghouta site massacre activists grassroots local coordination committee reported least bodies brought one field hospital kafr batna neighborhood miles east central damascus according reuters meanwhile syrian observatory human rights said dozens people killed including children fierce bombardment activists local coordinating committees said mouadamiya southwest capital came heaviest attack since start twoyear conflict regime denial meanwhile syrian authorities denied charges army used chemical weapons attacks reports use chemical weapons suburbs ghouta totally false state news agency sana said dismissed unfounded reports opposition activists said satellite news channels carrying reports implicated shedding syrian blood support terrorism attempt prevent youn commission inquiry carrying mission statement added reuters afp,1.0,1
27,november four people killed including child others injured terrorist attacks damascus countryside aleppo homs quneitra hasaka sanas correspondent said people injured monday due terrorist attacks rocket shells explosive rounds almazzeh area damascus city source damascus police command told correspondent terrorists located douma area fired rocket shells explosive rounds neighborhoods alsheikh saad almazzeh almazzeh area injuring people rushed almuwasat hospital treatment meanwhile damascus countryside persons injured due attack mortar rounds terrorists jaish alislam alwafideen camp statement sana source damascus countryside police command said terrorist groups positioned eastern ghouta fired mortar shells alwafideen camp landed area surrounding bakery cemetery bus station april th street source added persons injured due attack addition causing material damage public private properties four people including child killed six others injured terrorist attacks aleppo city four people one child killed six others injured monday due attacks terrorist groups shells explosive rounds alhamadaniye salaheddin neighborhoods aleppo city source aleppo police command told sana terrorist groups located eastern neighborhoods aleppo city western outskirts fired number rocket shells alhamadaniye neighborhood killing girl child injuring two others addition causing material damage homes infrastructure later sanas correspondent aleppo said people killed others injured due rocket shells fired terrorist groups salaheddin neighborhood city terrorists detonate ied near qamishli national hospital hasaka terrorists detonated explosive device near qamishli national hospital hasaka province monday causing material damage hospital public properties source hasaka police command told sana source said casualties reported last month suicide terrorist blew explosive belt near alsanabel hall safiyeh village hasakaqamishli road killing injuring scores people two persons injured terrorist rocket attack homs two persons injured isis terrorist organization targeted rocket shells town jeb aljarrah km east homs city central homs province sana reporter said monday terrorist groups positioned villages rahoum almshairfeh fired rocket shells town jeb aljarrah injuring two persons causing material damage citizens houses properties last month two persons injured terrorist organizations fired rocket mortar shells almushrefeh village northeastern countryside homs province person injured terrorist rocket attack quneitra person injured due terrorist rocket attack terrorists jabhat alnusra hadar village countryside quneitra province statement sana reporter source quneitra police command said terrorist groups affiliated jabhat alnusra targeted rocket hadar village injuring one person causing material damage locals properties,1.0,1
28,thu feb title terrorist attack damascus kill injure rocket attacks killed people damascus thursday wounded least monitoring group said second heavy bombardment terrorist group jaysh alislam terrorists less two weeks syria army responded air strikes terrorists position eastern ghouta district jaysh alislam formed merger rebel factions receives backing saudi arabia reuters reports syrias state news agency sana said five people killed bombardment takfiri terrorists elsewhere thursday air force attacked terrorists position northeast damascus including city douma town arbin terrorist group shelled civilian area latakia aleppo kill people january jaysh alislam mounted one heaviest attacks damascus year firing least rockets killing seven people observatory said sunday damascus bomb claimed terrorist group nusra front tore apart bus carrying lebanese shiite muslim pilgrims,1.0,1
